110030101	124
110030102	124
110030103	124
110030104	124
110030105	124
110030106	124
110030107	124
110030108	124
110030109	124
110030201	124
110030202	124
110030203	124
110030204	124
110030205	124
110030206	124
110030207	124
110030208	124
110030209	124
110030210	124
110030211	124
110030212	124
110030213	124
110030214	124
110030215	124
110030216	124
110030217	124
110030218	124
110030219	124
110030220	124
110030221	124
110030301	124
110030302	124
110030303	124
110030304	124
110030305	124
110030306	124
110030307	124
110030308	124
110030309	124
110030310	124
110030311	124
110030312	124
110030313	124
110030314	124
110030315	124
110030501	124
110030502	124
110030503	124
110030601	124
110030602	124
110030603	124
110030604	124
110030605	124
110030801	124
110030802	124
110031101	124
110031201	124
110031401	124
110031402	124
110031403	124
110031404	124
110031405	124
110031406	124
110031501	124
110031502	124
110031601	124
110031801	124
110032101	124
110040101	124
110040102	124
110040103	124
110040104	124
110040105	124
110040106	124
110040107	124
110040108	124
110040202	124
110040204	124
110040205	124
110040206	124
110040207	124
110040208	124
110040209	124
110040210	124
110040211	124
110040301	124
110040302	124
110040303	124
110040304	124
110040305	124
110040306	124
110040307	124
110040308	124
110040309	124
110040310	124
110040311	124
110040312	124
110040313	124
110040314	124
110040315	124
110040316	124
110040401	124
110040402	124
110040403	124
110040501	124
110040502	124
110040503	124
110040504	124
110040505	124
110040506	124
110040601	124
110040701	124
110040801	124
110040901	124
110040902	124
110040903	124
110040904	124
110040905	124
110040906	124
110040907	124
110040908	124
110040909	124
110041001	124
110041101	124
110041401	124
110030101	207
110030102	207
110030103	207
110030104	207
110030105	207
110030106	207
110030107	207
110030108	207
110030109	207
110030201	207
110030202	207
110030203	207
110030204	207
110030205	207
110030206	207
110030207	207
110030208	207
110030209	207
110030210	207
110030211	207
110030212	207
110030213	207
110030214	207
110030215	207
110030216	207
110030217	207
110030218	207
110030219	207
110030220	207
110030221	207
110030301	207
110030302	207
110030303	207
110030304	207
110030305	207
110030306	207
110030307	207
110030308	207
110030309	207
110030310	207
110030311	207
110030312	207
110030313	207
110030314	207
110030315	207
110030501	207
110030502	207
110030503	207
110030601	207
110030602	207
110030603	207
110030604	207
110030605	207
110030801	207
110030802	207
110031101	207
110031201	207
110031401	207
110031402	207
110031403	207
110031404	207
110031405	207
110031406	207
110031501	207
110031502	207
110031601	207
110031801	207
110032101	207
110040101	207
110040102	207
110040103	207
110040104	207
110040105	207
110040106	207
110040107	207
110040108	207
110040202	207
110040204	207
110040205	207
110040206	207
110040207	207
110040208	207
110040209	207
110040210	207
110040211	207
110040301	207
110040302	207
110040303	207
110040304	207
110040305	207
110040306	207
110040307	207
110040308	207
110040309	207
110040310	207
110040311	207
110040312	207
110040313	207
110040314	207
110040315	207
110040316	207
110040401	207
110040402	207
110040403	207
110040501	207
110040502	207
110040503	207
110040504	207
110040505	207
110040506	207
110040601	207
110040701	207
110040801	207
110040901	207
110040902	207
110040903	207
110040904	207
110040905	207
110040906	207
110040907	207
110040908	207
110040909	207
110041001	207
110041101	207
110041401	207
111030101	101283
111030102	101283
111030105	101283
111030303	101283
111030701	101283
111030702	101283
111030703	101283
111030704	101283
111030705	101283
111030706	101283
111030708	101283
111031001	101283
111031002	101283
111031003	101283
111031004	101283
111031201	101283
111031301	101283
111031302	101283
111031303	101283
111031304	101283
111031401	101283
111031402	101283
111031403	101283
111031404	101283
111031405	101283
111031406	101283
111031407	101283
111031408	101283
111031410	101283
111031411	101283
111031412	101283
111031413	101283
111031414	101283
111031415	101283
111031416	101283
111031417	101283
111031801	101283
111050101	101283
111050201	101283
111050301	101283
111050401	101283
111050501	101283
111050601	101283
111050701	101283
111050801	101283
111050802	101283
111050803	101283
111050901	101283
111051001	101283
111051002	101283
111051003	101283
111051004	101283
111051005	101283
111051007	101283
111051008	101283
111051101	101283
111051102	101283
111051103	101283
111051104	101283
111051105	101283
111051106	101283
111051107	101283
111051108	101283
111051109	101283
111051110	101283
111051201	101283
111080101	101283
111080201	101283
111080202	101283
111080203	101283
111080204	101283
111080205	101283
111080301	101283
111080302	101283
111080303	101283
111080304	101283
111080305	101283
111080401	101283
111080402	101283
111080411	101283
111080412	101283
111080413	101283
111080501	101283
111080502	101283
111080503	101283
111080504	101283
111080505	101283
111080601	101283
111030101	124
111030102	124
111030105	124
111030303	124
111030701	124
111030702	124
111030703	124
111030704	124
111030705	124
111030706	124
111030708	124
111031001	124
111031002	124
111031003	124
111031004	124
111031201	124
111031301	124
111031302	124
111031303	124
111031304	124
111031401	124
111031402	124
111031403	124
111031404	124
111031405	124
111031406	124
111031407	124
111031408	124
111031410	124
111031411	124
111031412	124
111031413	124
111031414	124
111031415	124
111031416	124
111031417	124
111031801	124
111050101	124
111050201	124
111050301	124
111050401	124
111050501	124
111050601	124
111050701	124
111050801	124
111050802	124
111050803	124
111050901	124
111051001	124
111051002	124
111051003	124
111051004	124
111051005	124
111051007	124
111051008	124
111051101	124
111051102	124
111051103	124
111051104	124
111051105	124
111051106	124
111051107	124
111051108	124
111051109	124
111051110	124
111051201	124
111080101	124
111080201	124
111080202	124
111080203	124
111080204	124
111080205	124
111080301	124
111080302	124
111080303	124
111080304	124
111080305	124
111080401	124
111080402	124
111080411	124
111080412	124
111080413	124
111080501	124
111080502	124
111080503	124
111080504	124
111080505	124
111080601	124
111030101	156
111030102	156
111030105	156
111030303	156
111030701	156
111030702	156
111030703	156
111030704	156
111030705	156
111030706	156
111030708	156
111031001	156
111031002	156
111031003	156
111031004	156
111031201	156
111031301	156
111031302	156
111031303	156
111031304	156
111031401	156
111031402	156
111031403	156
111031404	156
111031405	156
111031406	156
111031407	156
111031408	156
111031410	156
111031411	156
111031412	156
111031413	156
111031414	156
111031415	156
111031416	156
111031417	156
111031801	156
111050101	156
111050201	156
111050301	156
111050401	156
111050501	156
111050601	156
111050701	156
111050801	156
111050802	156
111050803	156
111050901	156
111051001	156
111051002	156
111051003	156
111051004	156
111051005	156
111051007	156
111051008	156
111051101	156
111051102	156
111051103	156
111051104	156
111051105	156
111051106	156
111051107	156
111051108	156
111051109	156
111051110	156
111051201	156
111080101	156
111080201	156
111080202	156
111080203	156
111080204	156
111080205	156
111080301	156
111080302	156
111080303	156
111080304	156
111080305	156
111080401	156
111080402	156
111080411	156
